id,activity,application,application_id,attachments,author.avatar,author.bot,author.clan,author.discriminator,author.flags,author.global_name,author.id,author.primary_guild,author.public_flags,author.username,call,channel_id,components,content,date,edited_timestamp,embeds.0.color,embeds.0.content_scan_version,embeds.0.fields.0.inline,embeds.0.fields.0.name,embeds.0.fields.0.value,embeds.0.fields.1.inline,embeds.0.fields.1.name,embeds.0.fields.1.value,embeds.0.fields.2.inline,embeds.0.fields.2.name,embeds.0.fields.2.value,embeds.0.fields.3.inline,embeds.0.fields.3.name,embeds.0.fields.3.value,embeds.0.fields.4.inline,embeds.0.fields.4.name,embeds.0.fields.4.value,embeds.0.fields.5.inline,embeds.0.fields.5.name,embeds.0.fields.5.value,embeds.0.fields.6.inline,embeds.0.fields.6.name,embeds.0.fields.6.value,embeds.0.fields.7.inline,embeds.0.fields.7.name,embeds.0.fields.7.value,embeds.0.footer.text,embeds.0.thumbnail.flags,embeds.0.thumbnail.height,embeds.0.thumbnail.proxy_url,embeds.0.thumbnail.url,embeds.0.thumbnail.width,embeds.0.timestamp,embeds.0.title,embeds.0.type,flags,interaction,mention_channels,mention_everyone,mentions,message_reference,nonce,pinned,position,reactions,referenced_message,resolved,role_subscription_data,sticker_items,stickers,thread,timestamp,tts,type,userName,webhook_id
1464705437525082214,,,,,,true,,0000,0,,1446203750204047426,,0,Animal Battle Stats,,1446204139909550150,,,2026-01-24T19:36:29.217Z,,16739072,0,false,Matchup,Hippopotamus vs African Elephant,true,User,RamiNoodle733,true,🌐 Location,"Houston, TX, US",,,,,,,,,,,,,,,,,,,,,,2026-01-24T19:36:28.966000+00:00,⚔️ Battle Comparison,rich,0,,,false,,,,false,,,,,,,,,2026-01-24T19:36:29.217000+00:00,false,0,Animal Battle Stats,1446203750204047426
1464705423293808772,,,,,,true,,0000,0,,1446203750204047426,,0,Animal Battle Stats,,1446204139909550150,,,2026-01-24T19:36:25.824Z,,4491519,0,true,Visitor,Anonymous,true,🌐 Location,"Salt Lake City, UT, US",,,,,,,,,,,,,,,,,,,,,,,,,2026-01-24T19:32:13.804000+00:00,👀 Site Visit,rich,0,,,false,,,,false,,,,,,,,,2026-01-24T19:36:25.824000+00:00,false,0,Animal Battle Stats,1446203750204047426
1464705423293808771,,,,,,true,,0000,0,,1446203750204047426,,0,Animal Battle Stats,,1446204139909550150,,,2026-01-24T19:36:25.824Z,,4491519,0,true,Visitor,RamiNoodle733,true,🌐 Location,"Houston, TX, US",,,,,,,,,,,,,,,,,,,,,,,,,2026-01-24T19:36:25.458000+00:00,👀 Site Visit,rich,0,,,false,,,,false,,,,,,,,,2026-01-24T19:36:25.824000+00:00,false,0,Animal Battle Stats,1446203750204047426
1464705389697306748,,,,,,true,,0000,0,,1446203750204047426,,0,Animal Battle Stats,,1446204139909550150,,,2026-01-24T19:36:17.814Z,,16739072,0,false,Matchup,Rhinoceros vs Ostrich,true,User,RamiNoodle733,true,🌐 Location,"Houston, TX, US",,,,,,,,,,,,,,,,,,,,,,2026-01-24T19:36:17.493000+00:00,⚔️ Battle Comparison,rich,0,,,false,,,,false,,,,,,,,,2026-01-24T19:36:17.814000+00:00,false,0,Animal Battle Stats,1446203750204047426
1464705360450293823,,,,,,true,,0000,0,,1446203750204047426,,0,Animal Battle Stats,,1446204139909550150,,,2026-01-24T19:36:10.841Z,,16739072,0,false,Matchup,Rhinoceros vs Ostrich,true,User,RamiNoodle733,true,🌐 Location,"Houston, TX, US",,,,,,,,,,,,,,,,,,,,,,2026-01-24T19:36:10.540000+00:00,⚔️ Battle Comparison,rich,0,,,false,,,,false,,,,,,,,,2026-01-24T19:36:10.841000+00:00,false,0,Animal Battle Stats,1446203750204047426
1464705095265685584,,,,,,true,,0000,0,,1446203750204047426,,0,Animal Battle Stats,,1446204139909550150,,,2026-01-24T19:35:07.616Z,,16739072,0,false,Matchup,Rhinoceros vs Ostrich,true,User,RamiNoodle733,true,🌐 Location,"Houston, TX, US",,,,,,,,,,,,,,,,,,,,,,2026-01-24T19:35:07.343000+00:00,⚔️ Battle Comparison,rich,0,,,false,,,,false,,,,,,,,,2026-01-24T19:35:07.616000+00:00,false,0,Animal Battle Stats,1446203750204047426
1464704024400888073,,,,,,true,,0000,0,,1446203750204047426,,0,Animal Battle Stats,,1446204139909550150,,,2026-01-24T19:30:52.302Z,,16739072,0,false,Matchup,Rhinoceros vs Ostrich,true,User,RamiNoodle733,true,🌐 Location,"Houston, TX, US",,,,,,,,,,,,,,,,,,,,,,2026-01-24T19:30:51.990000+00:00,⚔️ Battle Comparison,rich,0,,,false,,,,false,,,,,,,,,2026-01-24T19:30:52.302000+00:00,false,0,Animal Battle Stats,1446203750204047426
1464703853378142298,,,,,,true,,0000,0,,1446203750204047426,,0,Animal Battle Stats,,1446204139909550150,,,2026-01-24T19:30:11.527Z,,16739072,0,false,Matchup,Rhinoceros vs Ostrich,true,User,RamiNoodle733,true,🌐 Location,"Houston, TX, US",,,,,,,,,,,,,,,,,,,,,,2026-01-24T19:30:11.127000+00:00,⚔️ Battle Comparison,rich,0,,,false,,,,false,,,,,,,,,2026-01-24T19:30:11.527000+00:00,false,0,Animal Battle Stats,1446203750204047426
1464703576235573374,,,,,,true,,0000,0,,1446203750204047426,,0,Animal Battle Stats,,1446204139909550150,,,2026-01-24T19:29:05.451Z,,4491519,0,true,Visitor,RamiNoodle733,true,🌐 Location,"Houston, TX, US",,,,,,,,,,,,,,,,,,,,,,,,,2026-01-24T19:29:05.125000+00:00,👀 Site Visit,rich,0,,,false,,,,false,,,,,,,,,2026-01-24T19:29:05.451000+00:00,false,0,Animal Battle Stats,1446203750204047426
1464703233107689708,,,,,,true,,0000,0,,1446203750204047426,,0,Animal Battle Stats,,1446204139909550150,,,2026-01-24T19:27:43.643Z,,16739072,0,false,Matchup,Hippopotamus vs African Elephant,true,User,RamiNoodle733,true,🌐 Location,"Houston, TX, US",,,,,,,,,,,,,,,,,,,,,,2026-01-24T19:27:43.387000+00:00,⚔️ Battle Comparison,rich,0,,,false,,,,false,,,,,,,,,2026-01-24T19:27:43.643000+00:00,false,0,Animal Battle Stats,1446203750204047426
1464703221183418419,,,,,,true,,0000,0,,1446203750204047426,,0,Animal Battle Stats,,1446204139909550150,,,2026-01-24T19:27:40.800Z,,4491519,0,true,Visitor,RamiNoodle733,true,🌐 Location,"Houston, TX, US",,,,,,,,,,,,,,,,,,,,,,,,,2026-01-24T19:27:40.307000+00:00,👀 Site Visit,rich,0,,,false,,,,false,,,,,,,,,2026-01-24T19:27:40.800000+00:00,false,0,Animal Battle Stats,1446203750204047426
1464702927909425187,,,,,,true,,0000,0,,1446203750204047426,,0,Animal Battle Stats,,1446204139909550150,,,2026-01-24T19:26:30.878Z,,16739072,0,false,Matchup,Rhinoceros vs Ostrich,true,User,RamiNoodle733,true,🌐 Location,"Houston, TX, US",,,,,,,,,,,,,,,,,,,,,,2026-01-24T19:26:30.616000+00:00,⚔️ Battle Comparison,rich,0,,,false,,,,false,,,,,,,,,2026-01-24T19:26:30.878000+00:00,false,0,Animal Battle Stats,1446203750204047426
1464702725169348780,,,,,,true,,0000,0,,1446203750204047426,,0,Animal Battle Stats,,1446204139909550150,,,2026-01-24T19:25:42.541Z,,16739072,0,false,Matchup,Hippopotamus vs African Elephant,true,User,RamiNoodle733,true,🌐 Location,"Houston, TX, US",,,,,,,,,,,,,,,,,,,,,,2026-01-24T19:25:42.174000+00:00,⚔️ Battle Comparison,rich,0,,,false,,,,false,,,,,,,,,2026-01-24T19:25:42.541000+00:00,false,0,Animal Battle Stats,1446203750204047426
1464702712141582399,,,,,,true,,0000,0,,1446203750204047426,,0,Animal Battle Stats,,1446204139909550150,,,2026-01-24T19:25:39.435Z,,4491519,0,true,Visitor,RamiNoodle733,true,🌐 Location,"Houston, TX, US",,,,,,,,,,,,,,,,,,,,,,,,,2026-01-24T19:25:36.552000+00:00,👀 Site Visit,rich,0,,,false,,,,false,,,,,,,,,2026-01-24T19:25:39.435000+00:00,false,0,Animal Battle Stats,1446203750204047426
1464702695851036683,,,,,,true,,0000,0,,1446203750204047426,,0,Animal Battle Stats,,1446204139909550150,,,2026-01-24T19:25:35.551Z,,4491519,0,true,Visitor,RamiNoodle733,true,🌐 Location,"Houston, TX, US",,,,,,,,,,,,,,,,,,,,,,,,,2026-01-24T19:25:34.562000+00:00,👀 Site Visit,rich,0,,,false,,,,false,,,,,,,,,2026-01-24T19:25:35.551000+00:00,false,0,Animal Battle Stats,1446203750204047426
1464702678109261886,,,,,,true,,0000,0,,1446203750204047426,,0,Animal Battle Stats,,1446204139909550150,,,2026-01-24T19:25:31.321Z,,16739072,0,false,Matchup,Rhinoceros vs Ostrich,true,User,RamiNoodle733,true,🌐 Location,"Houston, TX, US",,,,,,,,,,,,,,,,,,,,,,2026-01-24T19:25:26.884000+00:00,⚔️ Battle Comparison,rich,0,,,false,,,,false,,,,,,,,,2026-01-24T19:25:31.321000+00:00,false,0,Animal Battle Stats,1446203750204047426
1464702617342181694,,,,,,true,,0000,0,,1446203750204047426,,0,Animal Battle Stats,,1446204139909550150,,,2026-01-24T19:25:16.833Z,,16739072,0,false,Matchup,Rhinoceros vs Alligator,true,User,RamiNoodle733,true,🌐 Location,"Houston, TX, US",,,,,,,,,,,,,,,,,,,,,,2026-01-24T19:24:55.778000+00:00,⚔️ Battle Comparison,rich,0,,,false,,,,false,,,,,,,,,2026-01-24T19:25:16.833000+00:00,false,0,Animal Battle Stats,1446203750204047426
