id,activity,application,application_id,attachments,author.avatar,author.bot,author.clan,author.discriminator,author.flags,author.global_name,author.id,author.primary_guild,author.public_flags,author.username,call,channel_id,components,content,date,edited_timestamp,embeds.0.color,embeds.0.content_scan_version,embeds.0.fields.0.inline,embeds.0.fields.0.name,embeds.0.fields.0.value,embeds.0.fields.1.inline,embeds.0.fields.1.name,embeds.0.fields.1.value,embeds.0.fields.2.inline,embeds.0.fields.2.name,embeds.0.fields.2.value,embeds.0.fields.3.inline,embeds.0.fields.3.name,embeds.0.fields.3.value,embeds.0.fields.4.inline,embeds.0.fields.4.name,embeds.0.fields.4.value,embeds.0.fields.5.inline,embeds.0.fields.5.name,embeds.0.fields.5.value,embeds.0.fields.6.inline,embeds.0.fields.6.name,embeds.0.fields.6.value,embeds.0.fields.7.inline,embeds.0.fields.7.name,embeds.0.fields.7.value,embeds.0.timestamp,embeds.0.title,embeds.0.type,flags,interaction,mention_channels,mention_everyone,mentions,message_reference,nonce,pinned,position,reactions,referenced_message,resolved,role_subscription_data,sticker_items,stickers,thread,timestamp,tts,type,userName,webhook_id
1459336537467781182,,,,,,true,,0000,0,,1446203750204047426,,0,Animal Battle Stats,,1446204139909550150,,,2026-01-10T00:02:23.694Z,,4491519,0,true,Visitor,RamiNoodle733,true,🌐 Location,"Sugar Land, TX, US",,,,,,,,,,,,,,,,,,,2026-01-10T00:02:23.292000+00:00,👀 Site Visit,rich,0,,,false,,,,false,,,,,,,,,2026-01-10T00:02:23.694000+00:00,false,0,Animal Battle Stats,1446203750204047426
1459336531276857496,,,,,,true,,0000,0,,1446203750204047426,,0,Animal Battle Stats,,1446204139909550150,,,2026-01-10T00:02:22.218Z,,6710886,0,true,User,RamiNoodle733,true,🌐 Location,"Sugar Land, TX, US",,,,,,,,,,,,,,,,,,,2026-01-10T00:02:21.801000+00:00,👋 User Left Site,rich,0,,,false,,,,false,,,,,,,,,2026-01-10T00:02:22.218000+00:00,false,0,Animal Battle Stats,1446203750204047426
1459336529288888554,,,,,,true,,0000,0,,1446203750204047426,,0,Animal Battle Stats,,1446204139909550150,,,2026-01-10T00:02:21.744Z,,4491519,0,true,Visitor,RamiNoodle733,true,🌐 Location,"Sugar Land, TX, US",,,,,,,,,,,,,,,,,,,2026-01-10T00:02:20.673000+00:00,👀 Site Visit,rich,0,,,false,,,,false,,,,,,,,,2026-01-10T00:02:21.744000+00:00,false,0,Animal Battle Stats,1446203750204047426
1459336524666765614,,,,,,true,,0000,0,,1446203750204047426,,0,Animal Battle Stats,,1446204139909550150,,,2026-01-10T00:02:20.642Z,,6710886,0,true,User,RamiNoodle733,true,🌐 Location,"Sugar Land, TX, US",,,,,,,,,,,,,,,,,,,2026-01-10T00:02:20.172000+00:00,👋 User Left Site,rich,0,,,false,,,,false,,,,,,,,,2026-01-10T00:02:20.642000+00:00,false,0,Animal Battle Stats,1446203750204047426
1459336501820264529,,,,,,true,,0000,0,,1446203750204047426,,0,Animal Battle Stats,,1446204139909550150,,,2026-01-10T00:02:15.195Z,,4491519,0,true,Visitor,RamiNoodle733,true,🌐 Location,"Sugar Land, TX, US",,,,,,,,,,,,,,,,,,,2026-01-10T00:02:14.705000+00:00,👀 Site Visit,rich,0,,,false,,,,false,,,,,,,,,2026-01-10T00:02:15.195000+00:00,false,0,Animal Battle Stats,1446203750204047426
1459336499530174629,,,,,,true,,0000,0,,1446203750204047426,,0,Animal Battle Stats,,1446204139909550150,,,2026-01-10T00:02:14.649Z,,6710886,0,true,User,RamiNoodle733,true,🌐 Location,"Sugar Land, TX, US",,,,,,,,,,,,,,,,,,,2026-01-10T00:02:13.611000+00:00,👋 User Left Site,rich,0,,,false,,,,false,,,,,,,,,2026-01-10T00:02:14.649000+00:00,false,0,Animal Battle Stats,1446203750204047426
1459334816863490221,,,,,,true,,0000,0,,1446203750204047426,,0,Animal Battle Stats,,1446204139909550150,,,2026-01-09T23:55:33.470Z,,4491519,0,true,Visitor,RamiNoodle733,true,🌐 Location,"Sugar Land, TX, US",,,,,,,,,,,,,,,,,,,2026-01-09T23:55:33.027000+00:00,👀 Site Visit,rich,0,,,false,,,,false,,,,,,,,,2026-01-09T23:55:33.470000+00:00,false,0,Animal Battle Stats,1446203750204047426
1459334814019747950,,,,,,true,,0000,0,,1446203750204047426,,0,Animal Battle Stats,,1446204139909550150,,,2026-01-09T23:55:32.792Z,,6710886,0,true,User,RamiNoodle733,true,🌐 Location,"Sugar Land, TX, US",,,,,,,,,,,,,,,,,,,2026-01-09T23:55:32.397000+00:00,👋 User Left Site,rich,0,,,false,,,,false,,,,,,,,,2026-01-09T23:55:32.792000+00:00,false,0,Animal Battle Stats,1446203750204047426
1459334795002642432,,,,,,true,,0000,0,,1446203750204047426,,0,Animal Battle Stats,,1446204139909550150,,,2026-01-09T23:55:28.258Z,,4491519,0,true,Visitor,RamiNoodle733,true,🌐 Location,"Sugar Land, TX, US",,,,,,,,,,,,,,,,,,,2026-01-09T23:55:27.866000+00:00,👀 Site Visit,rich,0,,,false,,,,false,,,,,,,,,2026-01-09T23:55:28.258000+00:00,false,0,Animal Battle Stats,1446203750204047426
1459334792788050016,,,,,,true,,0000,0,,1446203750204047426,,0,Animal Battle Stats,,1446204139909550150,,,2026-01-09T23:55:27.730Z,,6710886,0,true,User,RamiNoodle733,true,🌐 Location,"Sugar Land, TX, US",,,,,,,,,,,,,,,,,,,2026-01-09T23:55:27.303000+00:00,👋 User Left Site,rich,0,,,false,,,,false,,,,,,,,,2026-01-09T23:55:27.730000+00:00,false,0,Animal Battle Stats,1446203750204047426
1459334781358702704,,,,,,true,,0000,0,,1446203750204047426,,0,Animal Battle Stats,,1446204139909550150,,,2026-01-09T23:55:25.005Z,,4491519,0,true,Visitor,RamiNoodle733,true,🌐 Location,"Sugar Land, TX, US",,,,,,,,,,,,,,,,,,,2026-01-09T23:55:24.632000+00:00,👀 Site Visit,rich,0,,,false,,,,false,,,,,,,,,2026-01-09T23:55:25.005000+00:00,false,0,Animal Battle Stats,1446203750204047426
1459334779832111267,,,,,,true,,0000,0,,1446203750204047426,,0,Animal Battle Stats,,1446204139909550150,,,2026-01-09T23:55:24.641Z,,6710886,0,true,User,RamiNoodle733,true,🌐 Location,"Sugar Land, TX, US",,,,,,,,,,,,,,,,,,,2026-01-09T23:55:24.187000+00:00,👋 User Left Site,rich,0,,,false,,,,false,,,,,,,,,2026-01-09T23:55:24.641000+00:00,false,0,Animal Battle Stats,1446203750204047426
1459334763935432750,,,,,,true,,0000,0,,1446203750204047426,,0,Animal Battle Stats,,1446204139909550150,,,2026-01-09T23:55:20.851Z,,4491519,0,true,Visitor,RamiNoodle733,true,🌐 Location,"Sugar Land, TX, US",,,,,,,,,,,,,,,,,,,2026-01-09T23:55:20.538000+00:00,👀 Site Visit,rich,0,,,false,,,,false,,,,,,,,,2026-01-09T23:55:20.851000+00:00,false,0,Animal Battle Stats,1446203750204047426
1459334762538991697,,,,,,true,,0000,0,,1446203750204047426,,0,Animal Battle Stats,,1446204139909550150,,,2026-01-09T23:55:20.518Z,,6710886,0,true,User,RamiNoodle733,true,🌐 Location,"Sugar Land, TX, US",,,,,,,,,,,,,,,,,,,2026-01-09T23:55:20.106000+00:00,👋 User Left Site,rich,0,,,false,,,,false,,,,,,,,,2026-01-09T23:55:20.518000+00:00,false,0,Animal Battle Stats,1446203750204047426
1459334752397168650,,,,,,true,,0000,0,,1446203750204047426,,0,Animal Battle Stats,,1446204139909550150,,,2026-01-09T23:55:18.100Z,,4491519,0,true,Visitor,RamiNoodle733,true,🌐 Location,"Sugar Land, TX, US",,,,,,,,,,,,,,,,,,,2026-01-09T23:55:17.737000+00:00,👀 Site Visit,rich,0,,,false,,,,false,,,,,,,,,2026-01-09T23:55:18.100000+00:00,false,0,Animal Battle Stats,1446203750204047426
1459334751499583702,,,,,,true,,0000,0,,1446203750204047426,,0,Animal Battle Stats,,1446204139909550150,,,2026-01-09T23:55:17.886Z,,6710886,0,true,User,RamiNoodle733,true,🌐 Location,"Sugar Land, TX, US",,,,,,,,,,,,,,,,,,,2026-01-09T23:55:17.345000+00:00,👋 User Left Site,rich,0,,,false,,,,false,,,,,,,,,2026-01-09T23:55:17.886000+00:00,false,0,Animal Battle Stats,1446203750204047426
1459334710697263227,,,,,,true,,0000,0,,1446203750204047426,,0,Animal Battle Stats,,1446204139909550150,,,2026-01-09T23:55:08.158Z,,4491519,0,true,Visitor,RamiNoodle733,true,🌐 Location,"Sugar Land, TX, US",,,,,,,,,,,,,,,,,,,2026-01-09T23:55:07.614000+00:00,👀 Site Visit,rich,0,,,false,,,,false,,,,,,,,,2026-01-09T23:55:08.158000+00:00,false,0,Animal Battle Stats,1446203750204047426
1459334708541259920,,,,,,true,,0000,0,,1446203750204047426,,0,Animal Battle Stats,,1446204139909550150,,,2026-01-09T23:55:07.644Z,,6710886,0,true,User,RamiNoodle733,true,🌐 Location,"Sugar Land, TX, US",,,,,,,,,,,,,,,,,,,2026-01-09T23:55:07.225000+00:00,👋 User Left Site,rich,0,,,false,,,,false,,,,,,,,,2026-01-09T23:55:07.644000+00:00,false,0,Animal Battle Stats,1446203750204047426
1459334690073739409,,,,,,true,,0000,0,,1446203750204047426,,0,Animal Battle Stats,,1446204139909550150,,,2026-01-09T23:55:03.241Z,,6710886,0,true,User,RamiNoodle733,true,🌐 Location,"Sugar Land, TX, US",,,,,,,,,,,,,,,,,,,2026-01-09T23:55:01.904000+00:00,👋 User Left Site,rich,0,,,false,,,,false,,,,,,,,,2026-01-09T23:55:03.241000+00:00,false,0,Animal Battle Stats,1446203750204047426
1459334688324976755,,,,,,true,,0000,0,,1446203750204047426,,0,Animal Battle Stats,,1446204139909550150,,,2026-01-09T23:55:02.824Z,,4491519,0,true,Visitor,RamiNoodle733,true,🌐 Location,"Sugar Land, TX, US",,,,,,,,,,,,,,,,,,,2026-01-09T23:55:02.455000+00:00,👀 Site Visit,rich,0,,,false,,,,false,,,,,,,,,2026-01-09T23:55:02.824000+00:00,false,0,Animal Battle Stats,1446203750204047426
