id,activity,application,application_id,attachments,author.avatar,author.bot,author.clan,author.discriminator,author.flags,author.global_name,author.id,author.primary_guild,author.public_flags,author.username,call,channel_id,components,content,date,edited_timestamp,embeds.0.color,embeds.0.content_scan_version,embeds.0.fields.0.inline,embeds.0.fields.0.name,embeds.0.fields.0.value,embeds.0.fields.1.inline,embeds.0.fields.1.name,embeds.0.fields.1.value,embeds.0.fields.2.inline,embeds.0.fields.2.name,embeds.0.fields.2.value,embeds.0.fields.3.inline,embeds.0.fields.3.name,embeds.0.fields.3.value,embeds.0.fields.4.inline,embeds.0.fields.4.name,embeds.0.fields.4.value,embeds.0.fields.5.inline,embeds.0.fields.5.name,embeds.0.fields.5.value,embeds.0.fields.6.inline,embeds.0.fields.6.name,embeds.0.fields.6.value,embeds.0.fields.7.inline,embeds.0.fields.7.name,embeds.0.fields.7.value,embeds.0.fields.8.inline,embeds.0.fields.8.name,embeds.0.fields.8.value,embeds.0.thumbnail.content_type,embeds.0.thumbnail.flags,embeds.0.thumbnail.height,embeds.0.thumbnail.placeholder,embeds.0.thumbnail.placeholder_version,embeds.0.thumbnail.proxy_url,embeds.0.thumbnail.url,embeds.0.thumbnail.width,embeds.0.timestamp,embeds.0.title,embeds.0.type,flags,interaction,mention_channels,mention_everyone,mentions,message_reference,nonce,pinned,position,reactions,referenced_message,resolved,role_subscription_data,sticker_items,stickers,thread,timestamp,tts,type,userName,webhook_id
1488572988063219773,,,,,,true,,0000,0,,1446203750204047426,,0,Animal Battle Stats,,1446204139909550150,,,2026-03-31T16:17:36.703Z,,4491519,4,true,Visitor,Anonymous,true,🔗 Page,/stats/flying-squirrel,true,🌐 Location,US,true,📱 Device,Chrome on Linux,true,📐 Screen,412x732,true,🌐 Language,en-US,,,,,,,,,,image/png,0,630,8/cRBID3eEeJd4eKdnf4cnoJhw==,1,https://images-ext-1.discordapp.net/external/JNVOwhfRcEFw8VgKDMB9KwuZ8MKiLYwmegb7iAnEsqQ/https/animalbattlestats.com/images/icons/icon-192.png,https://animalbattlestats.com/images/icons/icon-192.png,1200,2026-03-31T16:12:35.252000+00:00,👀 Site Visit,rich,0,,,false,,,,false,,,,,,,,,2026-03-31T16:17:36.703000+00:00,false,0,Animal Battle Stats,1446203750204047426
1488142275883040820,,,,,,true,,0000,0,,1446203750204047426,,0,Animal Battle Stats,,1446204139909550150,,,2026-03-30T11:46:06.917Z,,4491519,4,true,Visitor,Anonymous,true,🔗 Page,/about,true,🌐 Location,"Singapore, SG",true,🖥️ Device,Chrome on Windows,true,📐 Screen,1280x1200,true,🌐 Language,en-US,,,,,,,,,,image/png,0,630,8/cRBID3eEeJd4eKdnf4cnoJhw==,1,https://images-ext-1.discordapp.net/external/JNVOwhfRcEFw8VgKDMB9KwuZ8MKiLYwmegb7iAnEsqQ/https/animalbattlestats.com/images/icons/icon-192.png,https://animalbattlestats.com/images/icons/icon-192.png,1200,2026-03-30T11:46:06.546000+00:00,👀 Site Visit,rich,0,,,false,,,,false,,,,,,,,,2026-03-30T11:46:06.917000+00:00,false,0,Animal Battle Stats,1446203750204047426
1488142183013023787,,,,,,true,,0000,0,,1446203750204047426,,0,Animal Battle Stats,,1446204139909550150,,,2026-03-30T11:45:44.775Z,,4491519,4,true,Visitor,Anonymous,true,🔗 Page,/about,true,🌐 Location,SG,true,🖥️ Device,Chrome on Windows,true,📐 Screen,1280x1200,true,🌐 Language,en-US,,,,,,,,,,image/png,0,630,8/cRBID3eEeJd4eKdnf4cnoJhw==,1,https://images-ext-1.discordapp.net/external/JNVOwhfRcEFw8VgKDMB9KwuZ8MKiLYwmegb7iAnEsqQ/https/animalbattlestats.com/images/icons/icon-192.png,https://animalbattlestats.com/images/icons/icon-192.png,1200,2026-03-30T11:45:44.052000+00:00,👀 Site Visit,rich,0,,,false,,,,false,,,,,,,,,2026-03-30T11:45:44.775000+00:00,false,0,Animal Battle Stats,1446203750204047426
1488142175136124989,,,,,,true,,0000,0,,1446203750204047426,,0,Animal Battle Stats,,1446204139909550150,,,2026-03-30T11:45:42.897Z,,4491519,4,true,Visitor,Anonymous,true,🔗 Page,/about,true,🌐 Location,"Singapore, SG",true,🖥️ Device,Chrome on Windows,true,📐 Screen,1280x1200,true,🌐 Language,en-US,,,,,,,,,,image/png,0,630,8/cRBID3eEeJd4eKdnf4cnoJhw==,1,https://images-ext-1.discordapp.net/external/JNVOwhfRcEFw8VgKDMB9KwuZ8MKiLYwmegb7iAnEsqQ/https/animalbattlestats.com/images/icons/icon-192.png,https://animalbattlestats.com/images/icons/icon-192.png,1200,2026-03-30T11:45:26.123000+00:00,👀 Site Visit,rich,0,,,false,,,,false,,,,,,,,,2026-03-30T11:45:42.897000+00:00,false,0,Animal Battle Stats,1446203750204047426
1487773536247615558,,,,,,true,,0000,0,,1446203750204047426,,0,Animal Battle Stats,,1446204139909550150,,,2026-03-29T11:20:52.537Z,,4491519,4,true,Visitor,Anonymous,true,🔗 Page,/tournament,true,🌐 Location,"Singapore, SG",true,🖥️ Device,Chrome on Windows,true,📐 Screen,1280x1200,true,🌐 Language,en-US,,,,,,,,,,image/png,0,630,8/cRBID3eEeJd4eKdnf4cnoJhw==,1,https://images-ext-1.discordapp.net/external/JNVOwhfRcEFw8VgKDMB9KwuZ8MKiLYwmegb7iAnEsqQ/https/animalbattlestats.com/images/icons/icon-192.png,https://animalbattlestats.com/images/icons/icon-192.png,1200,2026-03-29T11:20:52.175000+00:00,👀 Site Visit,rich,0,,,false,,,,false,,,,,,,,,2026-03-29T11:20:52.537000+00:00,false,0,Animal Battle Stats,1446203750204047426
1487773529796640788,,,,,,true,,0000,0,,1446203750204047426,,0,Animal Battle Stats,,1446204139909550150,,,2026-03-29T11:20:50.999Z,,4491519,4,true,Visitor,Anonymous,true,🔗 Page,/tournament,true,🌐 Location,"Singapore, SG",true,🖥️ Device,Chrome on Windows,true,📐 Screen,1280x1200,true,🌐 Language,en-US,,,,,,,,,,image/png,0,630,8/cRBID3eEeJd4eKdnf4cnoJhw==,1,https://images-ext-1.discordapp.net/external/JNVOwhfRcEFw8VgKDMB9KwuZ8MKiLYwmegb7iAnEsqQ/https/animalbattlestats.com/images/icons/icon-192.png,https://animalbattlestats.com/images/icons/icon-192.png,1200,2026-03-29T11:20:30.738000+00:00,👀 Site Visit,rich,0,,,false,,,,false,,,,,,,,,2026-03-29T11:20:50.999000+00:00,false,0,Animal Battle Stats,1446203750204047426
1487577058589802506,,,,,,true,,0000,0,,1446203750204047426,,0,Animal Battle Stats,,1446204139909550150,,,2026-03-28T22:20:08.613Z,,6710886,4,true,User,Anonymous,true,🔗 Page,/compare,true,🌐 Location,"Katy, TX, US",true,🕐 Session Duration,1m 6s,,,,,,,,,,,,,,,,image/png,0,630,8/cRBID3eEeJd4eKdnf4cnoJhw==,1,https://images-ext-1.discordapp.net/external/JNVOwhfRcEFw8VgKDMB9KwuZ8MKiLYwmegb7iAnEsqQ/https/animalbattlestats.com/images/icons/icon-192.png,https://animalbattlestats.com/images/icons/icon-192.png,1200,2026-03-28T22:20:08.302000+00:00,👋 User Left Site,rich,0,,,false,,,,false,,,,,,,,,2026-03-28T22:20:08.613000+00:00,false,0,Animal Battle Stats,1446203750204047426
1487576784772792522,,,,,,true,,0000,0,,1446203750204047426,,0,Animal Battle Stats,,1446204139909550150,,,2026-03-28T22:19:03.330Z,,6710886,4,true,User,Anonymous,true,🔗 Page,/about,true,🌐 Location,"Katy, TX, US",true,🕐 Session Duration,34s,,,,,,,,,,,,,,,,image/png,0,630,8/cRBID3eEeJd4eKdnf4cnoJhw==,1,https://images-ext-1.discordapp.net/external/JNVOwhfRcEFw8VgKDMB9KwuZ8MKiLYwmegb7iAnEsqQ/https/animalbattlestats.com/images/icons/icon-192.png,https://animalbattlestats.com/images/icons/icon-192.png,1200,2026-03-28T22:19:01.513000+00:00,👋 User Left Site,rich,0,,,false,,,,false,,,,,,,,,2026-03-28T22:19:03.330000+00:00,false,0,Animal Battle Stats,1446203750204047426
1487576779672785062,,,,,,true,,0000,0,,1446203750204047426,,0,Animal Battle Stats,,1446204139909550150,,,2026-03-28T22:19:02.114Z,,4491519,4,true,Visitor,Anonymous,true,🔗 Page,/,true,🌐 Location,"Katy, TX, US",true,🖥️ Device,Chrome on Windows,true,📐 Screen,1366x768,true,🌐 Language,en-US,,,,,,,,,,image/png,0,630,8/cRBID3eEeJd4eKdnf4cnoJhw==,1,https://images-ext-1.discordapp.net/external/JNVOwhfRcEFw8VgKDMB9KwuZ8MKiLYwmegb7iAnEsqQ/https/animalbattlestats.com/images/icons/icon-192.png,https://animalbattlestats.com/images/icons/icon-192.png,1200,2026-03-28T22:18:27.057000+00:00,👀 Site Visit,rich,0,,,false,,,,false,,,,,,,,,2026-03-28T22:19:02.114000+00:00,false,0,Animal Battle Stats,1446203750204047426
1487576634096615537,,,,,,true,,0000,0,,1446203750204047426,,0,Animal Battle Stats,,1446204139909550150,,,2026-03-28T22:18:27.406Z,,4491519,4,true,Visitor,Anonymous,true,🔗 Page,/,true,🌐 Location,"San Jose, CA, US",true,🖥️ Device,Chrome on Linux,true,📐 Screen,800x600,true,🌐 Language,en-US,false,🔗 Came From,https://animal-battle-stats-dk1mvpqkc-raminoodle733s-projects.vercel.app/,,,,,,,image/png,0,630,8/cRBID3eEeJd4eKdnf4cnoJhw==,1,https://images-ext-1.discordapp.net/external/JNVOwhfRcEFw8VgKDMB9KwuZ8MKiLYwmegb7iAnEsqQ/https/animalbattlestats.com/images/icons/icon-192.png,https://animalbattlestats.com/images/icons/icon-192.png,1200,2026-03-28T22:16:55.930000+00:00,👀 Site Visit,rich,0,,,false,,,,false,,,,,,,,,2026-03-28T22:18:27.406000+00:00,false,0,Animal Battle Stats,1446203750204047426
1487574034521784372,,,,,,true,,0000,0,,1446203750204047426,,0,Animal Battle Stats,,1446204139909550150,,,2026-03-28T22:08:07.619Z,,6710886,4,true,User,Anonymous,true,🔗 Page,/,true,🌐 Location,"Katy, TX, US",true,🕐 Session Duration,35s,,,,,,,,,,,,,,,,image/png,0,630,8/cRBID3eEeJd4eKdnf4cnoJhw==,1,https://images-ext-1.discordapp.net/external/JNVOwhfRcEFw8VgKDMB9KwuZ8MKiLYwmegb7iAnEsqQ/https/animalbattlestats.com/images/icons/icon-192.png,https://animalbattlestats.com/images/icons/icon-192.png,1200,2026-03-28T22:08:07.279000+00:00,👋 User Left Site,rich,0,,,false,,,,false,,,,,,,,,2026-03-28T22:08:07.619000+00:00,false,0,Animal Battle Stats,1446203750204047426
1487573891848077456,,,,,,true,,0000,0,,1446203750204047426,,0,Animal Battle Stats,,1446204139909550150,,,2026-03-28T22:07:33.603Z,,6710886,4,true,User,Anonymous,true,🔗 Page,/about,true,🌐 Location,"Katy, TX, US",true,🕐 Session Duration,53s,,,,,,,,,,,,,,,,image/png,0,630,8/cRBID3eEeJd4eKdnf4cnoJhw==,1,https://images-ext-1.discordapp.net/external/JNVOwhfRcEFw8VgKDMB9KwuZ8MKiLYwmegb7iAnEsqQ/https/animalbattlestats.com/images/icons/icon-192.png,https://animalbattlestats.com/images/icons/icon-192.png,1200,2026-03-28T22:07:32.393000+00:00,👋 User Left Site,rich,0,,,false,,,,false,,,,,,,,,2026-03-28T22:07:33.603000+00:00,false,0,Animal Battle Stats,1446203750204047426
1487573888861737184,,,,,,true,,0000,0,,1446203750204047426,,0,Animal Battle Stats,,1446204139909550150,,,2026-03-28T22:07:32.891Z,,4491519,4,true,Visitor,Anonymous,true,🔗 Page,/,true,🌐 Location,"Katy, TX, US",true,🖥️ Device,Chrome on Windows,true,📐 Screen,1366x768,true,🌐 Language,en-US,,,,,,,,,,image/png,0,630,8/cRBID3eEeJd4eKdnf4cnoJhw==,1,https://images-ext-1.discordapp.net/external/JNVOwhfRcEFw8VgKDMB9KwuZ8MKiLYwmegb7iAnEsqQ/https/animalbattlestats.com/images/icons/icon-192.png,https://animalbattlestats.com/images/icons/icon-192.png,1200,2026-03-28T22:07:32.547000+00:00,👀 Site Visit,rich,0,,,false,,,,false,,,,,,,,,2026-03-28T22:07:32.891000+00:00,false,0,Animal Battle Stats,1446203750204047426
1487573670678237287,,,,,,true,,0000,0,,1446203750204047426,,0,Animal Battle Stats,,1446204139909550150,,,2026-03-28T22:06:40.872Z,,6710886,4,true,User,Anonymous,true,🔗 Page,/,true,🌐 Location,"Katy, TX, US",true,🕐 Session Duration,27m 34s,,,,,,,,,,,,,,,,image/png,0,630,8/cRBID3eEeJd4eKdnf4cnoJhw==,1,https://images-ext-1.discordapp.net/external/JNVOwhfRcEFw8VgKDMB9KwuZ8MKiLYwmegb7iAnEsqQ/https/animalbattlestats.com/images/icons/icon-192.png,https://animalbattlestats.com/images/icons/icon-192.png,1200,2026-03-28T22:06:36.759000+00:00,👋 User Left Site,rich,0,,,false,,,,false,,,,,,,,,2026-03-28T22:06:40.872000+00:00,false,0,Animal Battle Stats,1446203750204047426
1487573665406128198,,,,,,true,,0000,0,,1446203750204047426,,0,Animal Battle Stats,,1446204139909550150,,,2026-03-28T22:06:39.615Z,,4491519,4,true,Visitor,Anonymous,true,🔗 Page,/,true,🌐 Location,"San Jose, CA, US",true,🖥️ Device,Chrome on Linux,true,📐 Screen,600x800,true,🌐 Language,en-US,false,🔗 Came From,https://animal-battle-stats-1s8laot8p-raminoodle733s-projects.vercel.app/,,,,,,,image/png,0,630,8/cRBID3eEeJd4eKdnf4cnoJhw==,1,https://images-ext-1.discordapp.net/external/JNVOwhfRcEFw8VgKDMB9KwuZ8MKiLYwmegb7iAnEsqQ/https/animalbattlestats.com/images/icons/icon-192.png,https://animalbattlestats.com/images/icons/icon-192.png,1200,2026-03-28T22:04:45.765000+00:00,👀 Site Visit,rich,0,,,false,,,,false,,,,,,,,,2026-03-28T22:06:39.615000+00:00,false,0,Animal Battle Stats,1446203750204047426
1487517380044132534,,,,,,true,,0000,0,,1446203750204047426,,0,Animal Battle Stats,,1446204139909550150,,,2026-03-28T18:23:00.139Z,,4491519,4,true,Visitor,Anonymous,true,🔗 Page,/,true,🌐 Location,"San Jose, CA, US",true,🖥️ Device,Chrome on Windows,true,📐 Screen,1366x768,true,🌐 Language,en-US,,,,,,,,,,image/png,0,630,8/cRBID3eEeJd4eKdnf4cnoJhw==,1,https://images-ext-1.discordapp.net/external/JNVOwhfRcEFw8VgKDMB9KwuZ8MKiLYwmegb7iAnEsqQ/https/animalbattlestats.com/images/icons/icon-192.png,https://animalbattlestats.com/images/icons/icon-192.png,1200,2026-03-28T18:19:40.202000+00:00,👀 Site Visit,rich,0,,,false,,,,false,,,,,,,,,2026-03-28T18:23:00.139000+00:00,false,0,Animal Battle Stats,1446203750204047426
1487035947110502531,,,,,,true,,0000,0,,1446203750204047426,,0,Animal Battle Stats,,1446204139909550150,,,2026-03-27T10:29:57.583Z,,4491519,4,true,Visitor,Anonymous,true,🔗 Page,/,true,🌐 Location,"Washington, VA, US",true,🖥️ Device,Chrome on Windows,true,📐 Screen,1366x768,true,🌐 Language,en-US,,,,,,,,,,image/png,0,630,8/cRBID3eEeJd4eKdnf4cnoJhw==,1,https://images-ext-1.discordapp.net/external/JNVOwhfRcEFw8VgKDMB9KwuZ8MKiLYwmegb7iAnEsqQ/https/animalbattlestats.com/images/icons/icon-192.png,https://animalbattlestats.com/images/icons/icon-192.png,1200,2026-03-27T10:25:56.473000+00:00,👀 Site Visit,rich,0,,,false,,,,false,,,,,,,,,2026-03-27T10:29:57.583000+00:00,false,0,Animal Battle Stats,1446203750204047426
1486855206988681228,,,,,,true,,0000,0,,1446203750204047426,,0,Animal Battle Stats,,1446204139909550150,,,2026-03-26T22:31:45.780Z,,16739072,4,false,Matchup,**Cape Buffalo** vs **Orca**,true,User,Anonymous,true,🌐 Location,"Wayne, NJ, US",true,🖥️ Device,Safari on macOS,,,,,,,,,,,,,,,,image/png,0,630,8/cRBID3eEeJd4eKdnf4cnoJhw==,1,https://images-ext-1.discordapp.net/external/JNVOwhfRcEFw8VgKDMB9KwuZ8MKiLYwmegb7iAnEsqQ/https/animalbattlestats.com/images/icons/icon-192.png,https://animalbattlestats.com/images/icons/icon-192.png,1200,2026-03-26T22:31:45.468000+00:00,⚔️ Battle Comparison,rich,0,,,false,,,,false,,,,,,,,,2026-03-26T22:31:45.780000+00:00,false,0,Animal Battle Stats,1446203750204047426
1486853619805589666,,,,,,true,,0000,0,,1446203750204047426,,0,Animal Battle Stats,,1446204139909550150,,,2026-03-26T22:25:27.366Z,,4491519,4,true,Visitor,Anonymous,true,🔗 Page,/rankings,true,🌐 Location,"Wayne, NJ, US",true,🖥️ Device,Safari on macOS,true,📐 Screen,820x1180,true,🌐 Language,en-US,,,,,,,,,,image/png,0,630,8/cRBID3eEeJd4eKdnf4cnoJhw==,1,https://images-ext-1.discordapp.net/external/JNVOwhfRcEFw8VgKDMB9KwuZ8MKiLYwmegb7iAnEsqQ/https/animalbattlestats.com/images/icons/icon-192.png,https://animalbattlestats.com/images/icons/icon-192.png,1200,2026-03-26T22:25:27.051000+00:00,👀 Site Visit,rich,0,,,false,,,,false,,,,,,,,,2026-03-26T22:25:27.366000+00:00,false,0,Animal Battle Stats,1446203750204047426
1486853460266844214,,,,,,true,,0000,0,,1446203750204047426,,0,Animal Battle Stats,,1446204139909550150,,,2026-03-26T22:24:49.329Z,,4491519,4,true,Visitor,Anonymous,true,🔗 Page,/,true,🌐 Location,"Wayne, NJ, US",true,🖥️ Device,Safari on macOS,true,📐 Screen,820x1180,true,🌐 Language,en-US,,,,,,,,,,image/png,0,630,8/cRBID3eEeJd4eKdnf4cnoJhw==,1,https://images-ext-1.discordapp.net/external/JNVOwhfRcEFw8VgKDMB9KwuZ8MKiLYwmegb7iAnEsqQ/https/animalbattlestats.com/images/icons/icon-192.png,https://animalbattlestats.com/images/icons/icon-192.png,1200,2026-03-26T22:24:48.659000+00:00,👀 Site Visit,rich,0,,,false,,,,false,,,,,,,,,2026-03-26T22:24:49.329000+00:00,false,0,Animal Battle Stats,1446203750204047426
1486853459595497762,,,,,,true,,0000,0,,1446203750204047426,,0,Animal Battle Stats,,1446204139909550150,,,2026-03-26T22:24:49.169Z,,4491519,4,true,Visitor,Anonymous,true,🔗 Page,/,true,🌐 Location,"Wayne, NJ, US",true,🖥️ Device,Safari on macOS,true,📐 Screen,820x1180,true,🌐 Language,en-US,,,,,,,,,,image/png,0,630,8/cRBID3eEeJd4eKdnf4cnoJhw==,1,https://images-ext-1.discordapp.net/external/JNVOwhfRcEFw8VgKDMB9KwuZ8MKiLYwmegb7iAnEsqQ/https/animalbattlestats.com/images/icons/icon-192.png,https://animalbattlestats.com/images/icons/icon-192.png,1200,2026-03-26T22:23:17.397000+00:00,👀 Site Visit,rich,0,,,false,,,,false,,,,,,,,,2026-03-26T22:24:49.169000+00:00,false,0,Animal Battle Stats,1446203750204047426
1485429559955427338,,,,,,true,,0000,0,,1446203750204047426,,0,Animal Battle Stats,,1446204139909550150,,,2026-03-23T00:06:45.040Z,,4491519,4,true,Visitor,Anonymous,true,🔗 Page,/,true,🌐 Location,"San Jose, CA, US",true,🖥️ Device,Chrome on Linux,true,📐 Screen,800x600,true,🌐 Language,en-US,false,🔗 Came From,https://animal-battle-stats-ku79x4bhv-raminoodle733s-projects.vercel.app/,,,,,,,image/png,0,630,8/cRBID3eEeJd4eKdnf4cnoJhw==,1,https://images-ext-1.discordapp.net/external/JNVOwhfRcEFw8VgKDMB9KwuZ8MKiLYwmegb7iAnEsqQ/https/animalbattlestats.com/images/icons/icon-192.png,https://animalbattlestats.com/images/icons/icon-192.png,1200,2026-03-23T00:06:44.256000+00:00,👀 Site Visit,rich,0,,,false,,,,false,,,,,,,,,2026-03-23T00:06:45.040000+00:00,false,0,Animal Battle Stats,1446203750204047426
1485429559355506698,,,,,,true,,0000,0,,1446203750204047426,,0,Animal Battle Stats,,1446204139909550150,,,2026-03-23T00:06:44.897Z,,4491519,4,true,Visitor,Anonymous,true,🔗 Page,/,true,🌐 Location,"San Jose, CA, US",true,🖥️ Device,Chrome on Linux,true,📐 Screen,800x600,true,🌐 Language,en-US,false,🔗 Came From,https://animal-battle-stats-ku79x4bhv-raminoodle733s-projects.vercel.app/,,,,,,,image/png,0,630,8/cRBID3eEeJd4eKdnf4cnoJhw==,1,https://images-ext-1.discordapp.net/external/JNVOwhfRcEFw8VgKDMB9KwuZ8MKiLYwmegb7iAnEsqQ/https/animalbattlestats.com/images/icons/icon-192.png,https://animalbattlestats.com/images/icons/icon-192.png,1200,2026-03-23T00:06:42.997000+00:00,👀 Site Visit,rich,0,,,false,,,,false,,,,,,,,,2026-03-23T00:06:44.897000+00:00,false,0,Animal Battle Stats,1446203750204047426
1485316448380391454,,,,,,true,,0000,0,,1446203750204047426,,0,Animal Battle Stats,,1446204139909550150,,,2026-03-22T16:37:17.139Z,,4491519,4,true,Visitor,Anonymous,true,🔗 Page,/,true,🌐 Location,"Wayne, NJ, US",true,🖥️ Device,Safari on macOS,true,📐 Screen,820x1180,true,🌐 Language,en-US,,,,,,,,,,,0,0,,,https://images-ext-1.discordapp.net/external/JNVOwhfRcEFw8VgKDMB9KwuZ8MKiLYwmegb7iAnEsqQ/https/animalbattlestats.com/images/icons/icon-192.png,https://animalbattlestats.com/images/icons/icon-192.png,0,2026-03-22T16:37:16.827000+00:00,👀 Site Visit,rich,0,,,false,,,,false,,,,,,,,,2026-03-22T16:37:17.139000+00:00,false,0,Animal Battle Stats,1446203750204047426
1485316191605096532,,,,,,true,,0000,0,,1446203750204047426,,0,Animal Battle Stats,,1446204139909550150,,,2026-03-22T16:36:15.919Z,,4491519,4,true,Visitor,Anonymous,true,🔗 Page,/,true,🌐 Location,"Wayne, NJ, US",true,🖥️ Device,Safari on macOS,true,📐 Screen,820x1180,true,🌐 Language,en-US,,,,,,,,,,,0,0,,,https://images-ext-1.discordapp.net/external/JNVOwhfRcEFw8VgKDMB9KwuZ8MKiLYwmegb7iAnEsqQ/https/animalbattlestats.com/images/icons/icon-192.png,https://animalbattlestats.com/images/icons/icon-192.png,0,2026-03-22T16:36:15.560000+00:00,👀 Site Visit,rich,0,,,false,,,,false,,,,,,,,,2026-03-22T16:36:15.919000+00:00,false,0,Animal Battle Stats,1446203750204047426
1485316081597026539,,,,,,true,,0000,0,,1446203750204047426,,0,Animal Battle Stats,,1446204139909550150,,,2026-03-22T16:35:49.691Z,,4491519,4,true,Visitor,Anonymous,true,🔗 Page,/,true,🌐 Location,"Wayne, NJ, US",true,🖥️ Device,Safari on macOS,true,📐 Screen,820x1180,true,🌐 Language,en-US,,,,,,,,,,,0,0,,,https://images-ext-1.discordapp.net/external/JNVOwhfRcEFw8VgKDMB9KwuZ8MKiLYwmegb7iAnEsqQ/https/animalbattlestats.com/images/icons/icon-192.png,https://animalbattlestats.com/images/icons/icon-192.png,0,2026-03-22T16:35:49.319000+00:00,👀 Site Visit,rich,0,,,false,,,,false,,,,,,,,,2026-03-22T16:35:49.691000+00:00,false,0,Animal Battle Stats,1446203750204047426
1485315301586501692,,,,,,true,,0000,0,,1446203750204047426,,0,Animal Battle Stats,,1446204139909550150,,,2026-03-22T16:32:43.722Z,,4491519,4,true,Visitor,Anonymous,true,🔗 Page,/rankings,true,🌐 Location,"Wayne, NJ, US",true,🖥️ Device,Safari on macOS,true,📐 Screen,820x1180,true,🌐 Language,en-US,,,,,,,,,,,0,0,,,https://images-ext-1.discordapp.net/external/JNVOwhfRcEFw8VgKDMB9KwuZ8MKiLYwmegb7iAnEsqQ/https/animalbattlestats.com/images/icons/icon-192.png,https://animalbattlestats.com/images/icons/icon-192.png,0,2026-03-22T16:32:43.408000+00:00,👀 Site Visit,rich,0,,,false,,,,false,,,,,,,,,2026-03-22T16:32:43.722000+00:00,false,0,Animal Battle Stats,1446203750204047426
1485315283374837903,,,,,,true,,0000,0,,1446203750204047426,,0,Animal Battle Stats,,1446204139909550150,,,2026-03-22T16:32:39.380Z,,4491519,4,true,Visitor,Anonymous,true,🔗 Page,/rankings,true,🌐 Location,"Wayne, NJ, US",true,🖥️ Device,Safari on macOS,true,📐 Screen,820x1180,true,🌐 Language,en-US,,,,,,,,,,,0,0,,,https://images-ext-1.discordapp.net/external/JNVOwhfRcEFw8VgKDMB9KwuZ8MKiLYwmegb7iAnEsqQ/https/animalbattlestats.com/images/icons/icon-192.png,https://animalbattlestats.com/images/icons/icon-192.png,0,2026-03-22T16:32:39.051000+00:00,👀 Site Visit,rich,0,,,false,,,,false,,,,,,,,,2026-03-22T16:32:39.380000+00:00,false,0,Animal Battle Stats,1446203750204047426
1485315056328507596,,,,,,true,,0000,0,,1446203750204047426,,0,Animal Battle Stats,,1446204139909550150,,,2026-03-22T16:31:45.248Z,,4491519,4,true,Visitor,Anonymous,true,🔗 Page,/,true,🌐 Location,"Wayne, NJ, US",true,🖥️ Device,Safari on macOS,true,📐 Screen,820x1180,true,🌐 Language,en-US,,,,,,,,,,,0,0,,,https://images-ext-1.discordapp.net/external/JNVOwhfRcEFw8VgKDMB9KwuZ8MKiLYwmegb7iAnEsqQ/https/animalbattlestats.com/images/icons/icon-192.png,https://animalbattlestats.com/images/icons/icon-192.png,0,2026-03-22T16:31:44.945000+00:00,👀 Site Visit,rich,0,,,false,,,,false,,,,,,,,,2026-03-22T16:31:45.248000+00:00,false,0,Animal Battle Stats,1446203750204047426
1485314956172857434,,,,,,true,,0000,0,,1446203750204047426,,0,Animal Battle Stats,,1446204139909550150,,,2026-03-22T16:31:21.369Z,,4491519,4,true,Visitor,Anonymous,true,🔗 Page,/rankings,true,🌐 Location,"Wayne, NJ, US",true,🖥️ Device,Safari on macOS,true,📐 Screen,820x1180,true,🌐 Language,en-US,,,,,,,,,,,0,0,,,https://images-ext-1.discordapp.net/external/JNVOwhfRcEFw8VgKDMB9KwuZ8MKiLYwmegb7iAnEsqQ/https/animalbattlestats.com/images/icons/icon-192.png,https://animalbattlestats.com/images/icons/icon-192.png,0,2026-03-22T16:31:21.058000+00:00,👀 Site Visit,rich,0,,,false,,,,false,,,,,,,,,2026-03-22T16:31:21.369000+00:00,false,0,Animal Battle Stats,1446203750204047426
1485314825784528906,,,,,,true,,0000,0,,1446203750204047426,,0,Animal Battle Stats,,1446204139909550150,,,2026-03-22T16:30:50.282Z,,4491519,4,true,Visitor,Anonymous,true,🔗 Page,/rankings,true,🌐 Location,"Wayne, NJ, US",true,🖥️ Device,Safari on macOS,true,📐 Screen,820x1180,true,🌐 Language,en-US,,,,,,,,,,,0,0,,,https://images-ext-1.discordapp.net/external/JNVOwhfRcEFw8VgKDMB9KwuZ8MKiLYwmegb7iAnEsqQ/https/animalbattlestats.com/images/icons/icon-192.png,https://animalbattlestats.com/images/icons/icon-192.png,0,2026-03-22T16:30:50.018000+00:00,👀 Site Visit,rich,0,,,false,,,,false,,,,,,,,,2026-03-22T16:30:50.282000+00:00,false,0,Animal Battle Stats,1446203750204047426
1485314046851944668,,,,,,true,,0000,0,,1446203750204047426,,0,Animal Battle Stats,,1446204139909550150,,,2026-03-22T16:27:44.570Z,,16739072,4,false,Matchup,**Python** vs **Sea Lion**,true,User,Anonymous,true,🌐 Location,"Wayne, NJ, US",true,🖥️ Device,Safari on macOS,,,,,,,,,,,,,,,,,0,0,,,https://images-ext-1.discordapp.net/external/JNVOwhfRcEFw8VgKDMB9KwuZ8MKiLYwmegb7iAnEsqQ/https/animalbattlestats.com/images/icons/icon-192.png,https://animalbattlestats.com/images/icons/icon-192.png,0,2026-03-22T16:27:44.025000+00:00,⚔️ Battle Comparison,rich,0,,,false,,,,false,,,,,,,,,2026-03-22T16:27:44.570000+00:00,false,0,Animal Battle Stats,1446203750204047426
